circRNA_ID	Case1	Case2	Control1	Control2
chr20:46121820|46128224	0	0	0	4
chr2:161203487|161224746	0	0	0	10
chr15:64921921|64926170	0	0	3	0
chr17:68102943|68114525	0	0	0	6
chr2:169695215|169697531	0	0	3	0
chr9:85958472|85959867	0	0	0	7
chr14:20997680|20999830	5	0	0	0
chr2:177442407|177493199	0	6	0	0
chr10:14653834|14655165	6	3	4	0
chr20:20025677|20032653	0	8	0	0
chr1:39764623|39774456	0	9	0	0
chr3:114010772|114036786	4	0	0	0
chr7:27538341|27632445	0	0	0	9
chr2:85663664|85666742	0	5	0	0
chr17:49152800|49159217	7	0	0	0
chr22:21934024|21939680	0	10	0	0
chr2:120075476|120078581	0	0	0	7
chr7:27796116|27816394	0	0	0	6
chr1:173485361|173486401	6	0	0	0
chr11:117219591|117224755	5	0	0	0
chr13:35947358|36131306	0	8	0	0
chr5:126914930|126918227	5	0	0	0
chr5:140363728|140366264	7	0	0	0
chr4:59574298|59594479	0	3	0	6
chr12:56309966|56314966	4	1	0	0
chr2:201008973|201022932	0	0	0	2
chr10:102699373|102705489	0	4	0	0
chr16:30375820|30376527	0	0	0	5
chr5:53319549|53322805	3	0	5	7
chr1:225412454|225419452	0	2	0	0
chr6:43624510|43625864	4	0	0	0
chr19:55490298|55494783	0	0	9	0
chr22:17097062|17097943	3	0	0	0
chr4:74750573|74755976	0	0	2	0
chr3:140682462|140688542	6	0	0	4
chr10:91425281|91460565	0	5	0	3
chr16:31474350|31476185	0	9	0	0
chr4:9941913|9996941	0	0	0	6
chrX:140687442|140687703	0	0	3	0
chr4:71022367|71023706	0	4	0	0
chr11:34197325|34204690	3	5	0	0
chr6:63396885|63397106	3	0	0	0
chr8:81531243|81539743	0	8	0	0
chr1:22864877|22893046	0	0	0	3
chr21:25725226|25729801	0	1	0	6
chr9:33468508|33469341	0	0	0	6
chr1:162499955|162512576	0	0	0	4
chr13:76952489|76953689	6	0	0	4
chr10:37314378|37315801	2	0	3	0
chr18:27048465|27142905	0	5	4	4
chr9:127914656|127916494	0	0	0	3
chr9:128933782|128934058	0	0	4	0
chrX:123394968|123403519	0	0	4	0
chr9:136994930|136995567	0	0	7	0
chr17:58059267|58059711	0	6	6	0
chr19:35337755|35341965	0	0	9	0
chr9:120991191|121008498	0	0	10	6
chr12:57012822|57013671	0	3	0	0
chr19:3281199|3284964	0	4	0	0
chr3:552689|749942	0	5	0	0
chr4:152954217|152962884	4	10	0	7
chr9:133155901|133161532	0	5	0	0
chr1:63190440|63304746	0	0	10	0
chr5:115275216|115279768	0	0	5	5
chr5:116051132|116051561	0	0	0	7
chr1:54682656|54701322	0	6	0	0
chr7:55906253|55912068	0	0	9	0
chr5:176651754|176656134	0	8	0	0
chr4:119801352|119802892	0	0	7	0
chr19:3981947|3982313	0	4	1	0
chr2:104144096|104145950	6	0	0	0
chr1:231370562|231462674	6	0	0	0
chr19:19260813|19269769	0	0	9	0
chr3:184245198|184245615	0	0	0	7
chr3:52849792|52855444	0	0	0	3
chr2:6635576|6638361	0	0	0	6
chr5:151517620|151527377	0	0	5	0
chr2:96840787|96848444	3	0	0	0
chr17:60049580|60050977	0	0	4	0
chr14:97510255|97536678	3	0	0	2
chr7:54782592|54783234	0	6	0	0
chr1:211356367|211361162	0	0	4	0
chr6:89153043|89154902	0	0	7	0
chr8:6059744|6100451	6	5	0	0
chr19:17559311|17560465	0	0	0	3
chr9:124457472|124468190	0	4	0	0
chr21:32292993|32299077	0	0	2	0
chr3:179607758|179617044	0	0	0	5
chr19:10454829|10461103	3	0	0	0
chr19:372631|373531	6	0	0	0
chr8:88116507|88186598	0	0	5	0
chr1:26911128|26924166	0	0	0	6
chr17:80423520|80425100	0	0	0	5
chr3:167379638|167380405	4	0	0	0
chr12:68747930|68752190	2	1	0	0
chr5:179024970|179027599	0	5	0	1
chr10:93600667|93601046	0	7	0	0
chr7:75562073|75563075	0	0	0	6
chr10:63566338|63598144	5	0	0	0
chr13:105694319|105695633	2	0	0	0
chr19:580379|582582	0	0	0	4
chr22:25847430|25890875	5	0	0	0
chr22:19720115|19720869	0	6	0	4
chr8:27515718|27536855	6	0	0	0
chr20:44506827|44512994	0	0	0	8
chr2:232014848|232015671	8	0	0	0
chr1:32539429|32553540	0	3	2	0
chr13:113115660|113116875	0	0	2	0
chr22:30581012|30584454	6	0	0	0
chrY:12365940|12377822	0	0	7	11
chr12:6842970|6843525	0	8	0	0
chr1:205924383|205928049	0	0	0	6
chr19:35759789|35764936	4	0	0	0
chr12:9642872|9653808	6	0	0	0
chr3:48990833|49001562	0	0	0	4
chr16:89805280|89811071	0	0	0	7
chr17:10321532|10333191	2	0	0	0
chr6:3080979|3085408	0	7	0	0
chr4:37829964|37834724	0	8	0	0
chr20:34936943|34943006	0	0	7	0
chr11:111543923|111549775	0	0	0	4
chr4:173247980|173292274	0	0	0	2
chr13:88212341|88214320	0	0	0	5
chr5:110617894|110618562	0	0	0	5
chr1:77417639|77518727	0	0	10	0
chr15:50441349|50449485	0	0	0	8
chr22:50580358|50581553	0	0	3	0
chr11:126449009|126473466	0	0	6	0
chr20:32704814|32727995	0	0	0	7
chr12:80358671|80367739	0	0	3	0
chr22:38668017|38670989	2	0	0	4
chr1:158181455|158183156	4	0	0	0
chr15:78991691|78995800	0	0	0	3
chr12:66147908|66169998	0	2	0	0
chr11:32830508|32836821	0	0	7	4
chr3:170172557|170178938	10	0	0	0
chr10:103101235|103105381	0	0	0	3
chr15:42071123|42071551	4	0	3	0
chr3:120847768|120854680	1	5	0	2
chr2:24017458|24021970	0	0	8	0
chr20:2467607|2494044	0	0	0	4
chr19:7641705|7642823	0	0	3	0
chr12:57475483|57476454	0	0	0	10
chr1:180041662|180044173	2	0	0	0
chr6:39316782|39319133	0	0	3	0
chr19:45753651|45757277	0	0	0	6
chr6:43675494|43681120	0	4	0	0
chr6:150065398|150066162	2	7	0	0
chr17:13880302|13892839	6	0	0	0
chr10:18506471|18518968	0	8	0	0
chr5:35070124|35084639	0	0	0	6
chr20:1234085|1240434	0	5	7	0
chr11:134139851|134140770	0	0	3	0
chr8:38417870|38424699	0	0	0	4
chr9:120622616|120659575	0	2	0	3
chr8:92954406|92960719	0	0	0	7
chr16:5072951|5075536	0	0	3	0
chr16:3025708|3026413	2	0	0	0
chr1:215169199|215169359	3	0	0	0
chr7:107776452|107783093	0	0	0	12
chr8:48554417|48555395	4	3	1	0
chr6:18162835|18208206	5	0	0	0
chr2:199880968|199882596	2	0	0	0
chr15:75527179|75598681	0	0	0	4
chr15:48134258|48136963	7	0	0	0
chr1:33569374|33571726	8	0	0	0
chr3:159994237|160025534	9	0	0	0
chr4:114663995|114665756	9	0	0	0
chr1:201789740|201803714	0	0	7	0
chr17:49705866|49706309	0	0	3	0
chr12:88042825|88043715	3	0	0	0
chrX:98731531|98785124	0	2	0	0
chr17:2666016|2672757	4	0	0	0
chr1:204037461|204040394	0	2	0	2
chr4:166014436|166055271	3	0	0	0
chr2:63595423|63604872	0	0	5	0
chr4:106194718|106212835	0	0	3	0
chr2:201629230|201633431	2	0	0	0
chrX:150462772|150503517	0	3	0	0
chr6:125751801|125752090	0	0	6	3
chr6:124121878|124283142	3	0	2	0
chr4:153745669|153748827	0	0	0	2
chr12:100158798|100161869	10	0	0	0
chr5:151186023|151201688	0	10	0	0
chr19:17058811|17069086	4	0	0	0
chr15:60382342|60391151	0	0	0	6
chrX:47179880|47181401	0	3	0	0
chr1:149909192|149910703	0	2	5	0
chr18:32310193|32393035	1	0	5	0
chr1:211018864|211082898	0	7	0	0
chr17:49219563|49219953	0	0	3	0
chr19:41686859|41688367	0	4	0	0
chr11:133844246|133844640	0	0	7	0
chr6:4431396|4581803	0	0	2	0
chrX:148885889|148962937	0	0	2	0
chrX:49076430|49077911	0	8	0	0
chr11:18463961|18475639	6	0	0	0
chr5:163471185|163475672	0	5	0	0
chr13:19009274|19011564	0	0	8	0
chr20:14554384|14621929	6	0	0	0
chrX:112804947|112823188	2	0	0	0
chr7:95589640|95592944	0	3	5	0
chr12:58570702|58617128	8	0	0	0
chr16:29904852|29905959	0	0	5	0
chr10:101181690|101186164	0	0	0	3
chr17:42546954|42553618	0	0	0	6
chr13:89407264|89414600	2	0	0	0
chr1:19268572|19270935	0	6	0	0
chr19:37256399|37257394	0	0	0	3
chr11:74269652|74289130	0	4	0	0
chr19:44114049|44115842	4	0	0	0
chr11:63291540|63299043	0	0	0	4
chr5:9337713|9380023	0	0	0	3
chr21:36053583|36058973	0	0	6	0
chr3:47231767|47238569	0	0	0	4
chr1:243978410|244010092	0	2	0	7
chr2:26277073|26280115	0	0	0	9
chr5:132748347|132750997	0	3	0	0
chr17:50549043|50550610	0	0	2	0
chr19:46778675|46784559	0	0	0	8
chr1:109113929|109114336	0	0	0	6
chr6:52743594|52744656	0	0	2	0
chr9:34623425|34628086	8	0	0	3
chr6:167864551|167870498	0	0	5	0
chr8:22584821|22585399	0	6	0	0
chr10:78962824|79065819	0	0	2	0
chr1:226297719|226301205	0	0	0	4
chr3:98770879|98772916	0	5	0	0
chr1:101737224|101784803	0	0	5	0
chr3:48296727|48298523	0	0	3	0
chr1:209792269|209795418	0	0	0	5
chr19:42054320|42059527	0	0	2	0
chr10:130160796|130169490	1	0	6	0
chr12:57230803|57231560	7	0	0	0
chr17:8161608|8162369	0	8	0	0
chr20:62550873|62553665	0	0	0	2
chr21:23372948|23414257	5	0	0	0
chr4:98478685|98507728	4	0	0	0
chr3:134532778|134546288	0	0	5	0
chr14:67663029|67685204	0	0	0	8
chr1:62475707|62477834	0	0	5	0
chrX:154419991|154420264	0	5	0	0
chr19:19147698|19157142	0	0	0	4
chr6:169715708|169718918	0	6	0	0
chr6:130214337|130215294	0	0	2	0
chr7:126415229|126419945	8	0	0	0
chr10:32291163|32293737	6	0	0	0
chr15:59669276|59678016	0	8	0	0
chr20:57333687|57335907	0	0	8	0
chr2:48328561|48359147	0	7	0	0
chr19:45346544|45347516	5	0	0	0
chr17:76080255|76081402	0	7	0	0
chrX:153781216|153783118	0	8	0	0
chr7:116497769|116499341	7	0	0	0
chr6:70491034|70525191	0	3	0	0
chrX:14850505|14853167	0	7	0	0
chr2:26098662|26109906	0	0	5	0
chr22:41945225|41946005	0	0	9	0
chr9:91737391|91883383	0	5	0	0
chr2:69400373|69419604	0	5	0	0
chr7:87650822|87700554	0	0	7	3
chr7:138554698|138571003	7	0	0	0
chr19:23807826|23808814	2	0	0	0
chr11:18245910|18248015	0	5	0	2
chr18:8114791|8244209	3	0	0	0
chr1:184507588|184592290	0	4	0	0
chr9:92389854|92401185	0	10	0	0
chr4:39231797|39255960	0	0	0	4
chr10:49744650|49747208	0	0	3	0
chr9:112959793|112960962	6	0	0	0
chr5:50750151|50759732	3	0	0	0
chr1:7850812|7853065	0	0	0	6
chr7:48094763|48103411	0	12	0	0
chr13:24889316|24910086	0	0	8	0
chr1:25388976|25402746	10	0	0	0
chr4:3473406|3476542	0	0	0	9
chr16:30475306|30475580	6	0	0	0
chr18:48168812|48177962	4	0	0	0
chr5:60642812|60647533	0	2	0	0
chr1:207470997|207473179	0	7	0	0
chr14:67301972|67312710	0	0	5	0
chr8:17868916|17882179	0	0	6	0
chr3:99929856|99931030	0	4	4	0
chr2:228475224|228488793	0	0	2	0
chr16:30928467|30930584	0	0	0	3
chr6:152973046|152975621	6	0	0	10
chr16:67029337|67066798	0	0	0	3
chr4:39456406|39458920	0	0	0	5
chr5:137140580|137267055	0	0	4	2
chrX:19013686|19040224	0	0	3	0
chr21:17796582|17818325	4	0	0	0
chr22:42575931|42577959	0	10	0	0
chr1:85093458|85098658	0	3	0	0
chr10:62376181|62388576	4	0	0	3
chr19:15922364|15927339	0	0	2	13
chr22:20694794|20696097	0	0	8	5
chr15:51454075|51466323	0	3	0	0
chr16:82151424|82164194	0	7	0	0
chr4:1228199|1238337	0	0	3	0
chr12:116749841|116779348	0	2	6	0
chr12:103549498|103550571	0	0	0	6
chr1:161235847|161236598	0	0	0	4
chr9:115040941|115057425	0	0	0	6
chr11:76976289|76998821	0	0	7	0
chr12:4682205|4685325	0	0	0	5
chr12:96323948|96334865	0	0	3	0
chr15:74819152|74821900	0	4	0	0
chr19:33413575|33478090	0	2	0	0
chr15:44958373|44978639	0	0	0	8
chrX:107216671|107222841	0	0	4	0
chr1:167924497|167935898	0	0	6	0
chr2:48988977|49068290	0	0	0	2
chr10:13600244|13611683	2	2	7	0
chr4:42070189|42070691	0	2	6	4
chr13:79908812|79912502	0	0	0	5
chr10:73848526|73849333	0	2	0	7
chr3:149059718|149060687	0	3	0	0
chr19:51079449|51082636	0	0	6	0
chr3:4376330|4418132	0	0	0	12
chr1:30720977|30721722	2	0	0	0
chr1:44010809|44024362	4	0	0	0
chr2:203380208|203395780	1	0	9	0
chr7:122192384|122217028	0	0	0	5
chr1:107324282|107329004	0	0	0	8
chr10:112464547|112538330	0	0	3	0
chr11:60497313|60502039	2	0	0	0
chr14:73661987|73671597	0	5	0	0
chr9:137022941|137024236	0	0	0	3
chr5:140978949|140982563	0	0	2	4
chr7:39002012|39005212	0	5	0	0
chr1:235327350|235335334	0	3	0	0
chr19:32037554|32040570	3	0	0	0
chr1:53930039|53940097	0	3	0	0
chr5:162095495|162142316	5	0	0	0
chr15:42872611|42878684	0	0	0	3
chr11:15178324|15221648	0	0	2	0
chr14:73884101|73898262	10	6	0	0
chr6:159095729|159105304	0	0	0	6
chr11:73966138|73968458	0	0	0	3
chr1:193028085|193029657	0	5	2	0
chr20:45824292|45824834	6	0	0	0
chr13:30735551|30744159	0	0	7	0
chr11:60383129|60386773	3	0	0	1
chr11:85650249|85654256	3	0	0	0
chr11:8648416|8654578	0	0	2	0
chr12:32824045|32850973	4	0	0	0
chr11:50315415|50320998	0	0	0	14
chrX:66600039|66616030	8	0	0	0
chr11:109746554|109823087	0	1	3	1
chr20:35842573|35869551	0	6	0	0
chr17:79819771|79823538	8	0	0	0
chr1:117943396|117950890	0	4	0	0
chr3:44933888|44945292	0	0	0	2
chr13:46183909|46194105	5	0	0	0
chr3:51260156|51312576	0	0	0	9
chr6:89377671|89379338	5	0	0	0
chr19:15111313|15111792	0	10	0	0
chr3:34346222|34360361	0	0	0	8
chr11:113931758|113932458	0	4	0	0
chr3:130455455|130469481	0	1	1	0
chr18:72783678|72859074	0	0	11	0
chr14:58424008|58427242	0	6	0	0
chr18:49024222|49026153	4	0	2	0
chrX:69201477|69204449	4	0	1	0
chr5:74804493|74839050	0	0	2	0
chr17:18157722|18160017	0	0	0	5
chr8:22154560|22155509	2	0	0	0
chr5:176295030|176322425	0	8	0	0
chrX:49281406|49282063	0	4	0	0
chr12:120223718|120224727	0	0	5	0
chr7:13977427|13986685	0	0	2	0
chr3:196722415|196728136	0	0	0	2
chr3:12738136|12743989	7	0	0	0
chr1:111456086|111456755	0	0	7	0
chr6:15496132|15507416	0	0	10	0
chr12:49323604|49325884	0	0	0	3
chr5:131315976|131385644	0	0	0	5
chr4:140657097|140669067	5	0	0	0
chr7:34704080|34728816	5	0	0	0
chr17:58247478|58250621	0	9	0	0
chr7:43121803|43147585	0	0	0	2
chr15:92434247|92438610	0	0	3	0
chr3:138314332|138318219	2	0	0	0
chr2:172467481|172469380	0	6	0	0
chr14:21468357|21476599	0	9	0	0
chr9:114094181|114095332	8	0	0	0
chr6:47786515|47808395	6	0	0	0
chr12:57249041|57249730	0	0	0	2
chr13:89219571|89220559	0	0	0	4
chr5:134138059|134142883	0	7	0	0
chr6:10404508|10406844	7	0	0	1
chr1:163072395|163072866	0	0	3	0
chr12:4541884|4548836	6	0	0	0
chr7:35011330|35017969	6	0	0	0
chr19:39296805|39298107	2	4	9	6
chr10:100986749|100987196	0	0	4	0
chrX:130228977|130243699	0	3	0	0
chr11:61486524|61487061	0	7	0	0
chr11:59188735|59192250	0	0	4	0
chr9:137437159|137438084	0	0	0	5
chrX:49062235|49064664	0	0	0	10
chr20:13559008|13587370	1	8	0	0
chr1:114410184|114427294	0	0	0	8
chr9:129099866|129102565	0	2	0	0
chr10:114942645|114959807	0	0	0	2
chr4:154636329|154728783	0	5	0	5
chr19:4354045|4355173	0	6	0	0
chr14:58306022|58323617	0	0	0	6
chr7:128984168|128993914	0	0	2	0
chrX:154469379|154469784	0	2	0	0
chr6:38593964|38598094	5	0	0	0
chr6:153324185|153425815	5	0	6	0
chr1:52461712|52477882	0	11	0	0
chr16:50630186|50630910	0	0	4	0
chr22:48325200|48331938	0	0	5	0
chr14:92157659|92159282	2	0	8	0
chr13:102663648|102664925	0	0	0	6
chr22:41209696|41216262	0	6	0	0
chr22:24070800|24085151	0	0	0	3
chr2:80544982|80574314	12	0	0	0
chrX:16157753|16159695	0	2	0	0
chrX:103080013|103082364	0	0	0	5
chr1:28004336|28017239	6	0	0	0
chr3:138314332|138319581	0	0	0	4
chr10:122761425|122780375	3	0	0	0
chr8:102843551|102858150	0	0	6	0
chr7:4756994|4759217	0	6	0	0
chr5:36109945|36136519	0	0	11	0
chr5:84066451|84180521	0	5	9	0
chrX:98578986|98731577	2	0	0	0
chr2:88174639|88182847	0	0	0	4
chr4:149621129|149733508	0	9	0	4
chr4:1801620|1804969	0	2	0	0
chr17:49411678|49411839	5	0	0	0
chr10:102109921|102111144	0	0	0	8
chr16:2326413|2328757	0	3	0	0
chr4:98379017|98387503	0	8	0	0
chr15:95464720|95469878	0	0	5	0
chr9:23540579|23554617	0	0	0	2
chr10:12097684|12100262	0	0	6	0
chr16:2520769|2521123	0	0	0	6
chr15:58802313|58810388	0	2	0	0
chr7:87361728|87381993	0	0	0	2
chr10:129858250|129860283	3	6	3	0
chr1:3858718|3868053	0	3	7	0
chr1:110488523|110489571	0	3	0	1
chr1:179554476|179561361	0	4	0	0
chr2:231077034|231082994	0	6	0	0
chr12:68433854|68442141	0	0	0	5
chr1:156809661|156814294	0	2	0	0
chr17:5421296|5422829	6	0	0	0
chr19:51627462|51629076	0	0	0	4
chrX:131083734|131085064	4	0	0	0
chr11:6568056|6571423	0	5	0	0
chr3:137774528|137775350	0	6	0	0
chr18:80187731|80189439	0	0	3	0
chr12:53298045|53303193	0	0	0	4
chr3:53849655|53856986	0	7	0	0
chr11:97937028|97942764	0	0	0	6
chr7:143292300|143300051	7	0	0	0
chr14:56609106|56617297	0	0	5	0
chr15:87433109|87501806	6	0	0	0
chr2:218432793|218434705	0	5	0	0
chr20:62139075|62139905	0	2	0	0
chr5:168088223|168185198	5	0	0	0
chrX:109536937|109538131	0	0	0	2
chr13:53146867|53149504	0	0	9	0
chr16:5056053|5062574	0	0	0	8
chr15:91000490|91005119	5	0	6	0
chr14:67364767|67380765	0	5	0	0
chrX:120366525|120371210	0	6	0	0
chr17:81196701|81199549	0	4	0	0
chr11:86022378|86068733	0	0	0	4
chr4:15659727|15681554	0	0	6	0
chr1:155210548|155212219	0	0	6	0
chr5:176975396|176982623	0	8	0	0
chr19:45782193|45785713	2	0	0	3
chr21:39180285|39181878	0	0	0	3
chr19:48616079|48617877	0	4	0	0
chr1:20337646|20345593	0	0	16	0
chr1:150711833|150717282	0	0	3	0
chr11:31369848|31370859	0	0	5	0
chr6:117566854|117569736	0	5	0	0
chr8:80664815|80670603	0	10	0	0
chr21:29351634|29352663	1	1	0	0
chr21:26932861|26934749	0	3	0	0
chr2:127063571|127070090	0	0	6	0
chr17:34628563|34632909	5	0	0	0
chr20:2796527|2798058	0	0	3	7
chr19:3746011|3746695	0	6	0	0
chr6:132470574|132475662	0	7	0	2
chr19:17539603|17543433	0	6	0	0
chr1:36467822|36469840	0	0	0	8
chr9:126965844|126977745	0	0	4	0
chr10:2559335|2560007	0	0	7	0
chr3:42264697|42265437	3	0	0	0
chr19:47032643|47039564	1	7	5	0
chrX:153910922|153913051	5	0	0	0
chr3:186722437|186732674	5	0	11	0
chr17:30926827|30949370	0	8	0	0
chr9:109149636|109150860	0	7	0	0
chr12:96934976|96940537	0	5	0	0
chr5:96895246|96901681	0	0	11	0
chr6:132752461|132752749	0	0	6	0
chr10:79806039|79808832	0	4	0	0
chr4:76263704|76268768	4	0	0	0
chr8:109586060|109644716	0	0	0	8
chr5:55273293|55275010	0	0	0	6
chr10:100336981|100342832	0	7	2	0
chr4:168472455|168472809	0	0	0	5
chr11:117909806|117913906	0	0	7	0
chr13:49467864|49481116	0	8	0	7
chr9:81611769|81613521	0	0	0	5
chr15:43025381|43030068	0	0	4	0
chr16:50025651|50026467	0	3	0	0
chr7:100024154|100024307	8	0	0	0
chr12:49598755|49603367	7	0	0	0
chr11:6611535|6615562	0	0	0	2
chr9:78246669|78253277	5	0	0	0
chr7:127694828|127698953	0	4	7	0
chr1:47033241|47038766	0	6	0	0
chr9:33943420|33960878	6	0	0	0
chr12:126013385|126032552	3	5	0	0
chr4:42446583|42455599	0	0	0	5
chr9:22674443|22682713	8	0	0	0
chr11:102795174|102796789	0	0	0	2
chr16:31700704|31702681	0	6	0	0
chr5:149511794|149520388	3	0	0	0
chr11:127190468|127191578	0	5	0	0
chr19:38217798|38222464	8	0	0	0
chr5:16430786|16439475	3	1	0	1
chr5:128988600|129023710	0	0	4	5
chr11:829968|830337	5	0	0	0
chr7:150720048|150720406	0	0	0	11
chr3:148041635|148042307	0	0	0	5
chr19:57390722|57392948	0	0	3	2
chr1:3782661|3785203	0	0	0	5
chr10:80571431|80603795	0	0	0	6
chr3:66414920|66417266	0	0	4	0
chr4:1022203|1024101	0	0	8	5
chr11:113690841|113697418	0	0	9	0
chr16:71410346|71414995	0	0	10	7
chr9:35396841|35397712	0	0	0	4
chr17:9779825|9780035	0	0	0	5
chr10:5885723|5888067	0	3	0	0
chr4:25333908|25351689	0	0	5	0
chr17:15239471|15259193	5	0	0	0
chr3:48535533|48539310	0	8	0	0
chr19:39390069|39390289	0	2	0	0
chr6:163187673|163190982	0	5	0	0
chr16:4762573|4766076	0	0	0	6
chr12:113398515|113399710	0	0	0	3
chr3:93896576|93905915	0	0	8	0
chr17:48027676|48032233	0	0	2	0
chr19:27701491|27793232	0	0	0	8
chr15:81127590|81135359	6	0	0	1
chr17:47839444|47840843	0	0	8	0
chr17:82032711|82033009	1	2	0	0
chr11:101472137|101483165	0	5	4	0
chr8:144468329|144469379	0	0	0	2
chr8:42316210|42319421	0	0	0	10
chr5:157049038|157058076	3	0	0	0
chr12:3644595|3648613	0	0	0	2
chr1:42843404|42844610	0	0	0	3
chr16:67935963|67936485	0	6	0	0
chr5:228185|235339	0	0	4	0
chr12:20861017|20875477	0	0	5	0
chr11:65112811|65113414	0	3	0	0
chr17:74542861|74544947	0	3	0	6
chr7:139936191|139957764	5	4	0	0
chr17:77190803|77191269	0	2	0	0
chr15:26583332|26772469	0	6	0	0
chr19:6669851|6670588	0	0	4	0
chr16:67729680|67735042	0	0	0	4
chr6:169717823|169718918	0	0	0	3
chr1:179559679|179561361	0	0	0	3
chr19:45641918|45642352	0	0	6	0
chr1:160352054|160353501	0	6	0	7
chr4:185684754|185690611	0	0	0	6
chr11:57389010|57389956	7	0	0	0
chr2:152182805|152211451	2	0	2	3
chrX:71663862|71664966	0	8	0	7
chr1:231701955|231771070	0	0	4	0
chr16:64475689|64479185	5	2	9	2
chr6:134006812|134029721	0	0	10	0
chr16:55485299|55489824	0	11	0	0
chr10:96544076|96553059	0	6	0	0
chr17:54914639|54937226	0	0	0	4
chr8:141610293|141643526	0	0	5	14
chr11:65530629|65536141	0	0	4	0
chr1:62266732|62271589	0	3	0	0
chr19:34678737|34739268	5	0	0	3
chr2:177698429|177701228	0	0	6	0
chr19:38535141|38535392	0	0	2	0
chr14:54432108|54436437	3	0	0	6
chr9:104766325|104769021	1	3	0	0
chr13:73813152|73944070	8	0	0	4
chr9:126615383|126693601	0	0	3	0
chr3:140453219|140454418	0	0	4	0
chr10:87388009|87389458	0	0	6	0
chr19:35752176|35752999	0	4	0	11
chr7:34778462|34834460	7	0	0	0
chr2:86883356|86893375	0	3	0	0
chr20:19960700|19990311	0	0	0	7
chr2:74167014|74172749	6	0	0	0
chr2:219420251|219421560	0	1	7	0
chr16:2472701|2473134	11	0	4	6
chr17:76154283|76155317	0	0	3	0
chr19:32037554|32039619	0	0	0	6
chr1:84658318|84664552	0	3	0	0
chr7:5529161|5529733	4	0	0	0
chr17:5209750|5215293	0	0	6	0
chr5:167948816|167953469	0	0	3	0
chr13:37021448|37024442	0	0	0	12
chr2:174567861|174585611	0	10	0	0
chr15:80906663|80924706	4	0	0	0
chr1:159856524|159858912	0	0	6	0
chr9:13150511|13176417	0	0	3	0
chr8:37871278|37877551	0	0	0	12
chr5:37814823|37861385	0	4	0	0
chr11:418720|428394	0	13	0	0
chrX:153883711|153885436	0	8	0	0
chr13:102789012|102793806	0	0	2	0
chr9:4622408|4627856	0	0	0	9
chr7:45080876|45081867	0	0	0	5
chr8:123427924|123430033	6	0	0	0
chr6:87375462|87391835	0	0	0	3
chr15:58542534|58545975	0	8	8	0
chr3:101779734|101782290	0	4	0	0
chr13:45579933|45587232	0	0	7	0
chrX:85247547|85265255	0	6	1	0
chr5:141934494|141937357	0	0	2	0
chr21:38332962|38333421	1	0	0	3
chr4:84829004|84841263	0	0	2	0
chr3:165786145|165831041	1	2	0	0
chr19:41839508|41843727	0	0	0	5
chr22:18161790|18169939	7	0	0	0
chr11:48978872|48981001	8	7	3	7
chr7:120838777|120840109	0	5	0	0
chr2:14641972|14646219	0	0	0	6
chr8:86186647|86196001	4	0	2	0
chr22:50266934|50267482	0	0	2	9
chr13:19178246|19179563	0	0	5	0
chr7:100823644|100824273	9	0	0	0
chrX:73831066|73837503	3	0	0	0
chr9:68387463|68465208	0	0	14	0
chr5:159096343|159097130	0	0	0	3
chr3:183041567|183071120	0	0	0	8
chr12:55823070|55823508	1	3	0	0
chr19:34678737|34682897	1	2	0	0
chr20:18468944|18475187	0	0	2	0
chr9:14662215|14680162	8	0	0	2
chr12:131908644|131908971	0	0	5	0
chr7:1009950|1109461	0	8	0	0
chr12:99097016|99097478	0	0	1	6
chrX:46984884|46985792	0	5	0	0
chr20:49640478|49647078	3	0	0	0
chr20:62859364|62860308	4	4	1	0
chr19:47979570|47992170	0	0	0	2
chr7:19354740|19403763	0	0	5	0
chr10:15017227|15018152	0	2	0	0
chr5:10288422|10290781	0	0	0	6
chr13:101868725|101875296	6	6	0	4
chr11:113983120|113986175	3	0	0	0
chr5:97521229|97670684	0	5	0	0
chr8:109336133|109339390	5	0	0	0
chr11:47167909|47171800	0	5	0	0
chr19:15021353|15021519	0	0	0	5
chr8:37846854|37848655	0	0	0	4
chr19:44892393|44894066	8	0	0	0
chr12:6652662|6653050	0	0	5	0
chr4:68069969|68090641	4	8	0	0
chr19:56568758|56570371	0	0	6	0
chr7:128359149|128360063	0	0	11	0
chr7:16797631|16799817	0	4	0	0
chrY:21148419|21151642	0	0	0	6
chr12:52396012|52401349	5	0	8	0
chr8:98030462|98033176	0	0	3	0
chr3:12570071|12576741	0	8	0	0
chr7:151242721|151245671	0	0	0	2
chr1:92480601|92483046	0	0	6	0
chr4:678958|680018	0	0	0	3
chr5:100526306|100534152	0	3	0	0
chr20:23364384|23367097	0	0	6	0
chr19:44298808|44299732	6	0	0	0
chr1:31794124|31798323	2	0	0	0
chr15:43284814|43287669	6	0	0	0
chr16:82818626|82832501	4	2	2	0
chr5:138179660|138181511	4	0	0	0
chr15:90769133|90782928	0	5	0	0
chr14:51873882|51877657	0	7	0	0
chr13:100578884|100580112	0	2	0	5
chr17:78814412|78821061	0	0	2	0
chrX:102463220|102465606	0	0	8	0
chr5:95529001|95536925	0	0	2	0
chr13:45405883|45411480	5	0	0	0
chrX:100594261|100597657	5	0	0	0
chr10:85451401|85453070	3	0	0	0
chr22:43932878|43937272	0	0	6	0
