circRNA_ID	gene_id
chr7:7639070|7640581	ENSG00000106399.11
chr7:7641504|7673453	ENSG00000283549.1
chr7:7673309|7676208	ENSG00000106399.11
chr7:7673309|7738891	ENSG00000219545.12
chr7:8221275|8232755	ENSG00000003147.19
chr7:8232590|8236005	ENSG00000003147.19
chr7:8264591|8340556	ENSG00000229970.3
chr7:9737322|9741018	ENSG00000234710.3
chr7:9740954|9743302	ENSG00000234710.3
chr7:9961285|9981829	ENSG00000235431.2
chr7:12354350|12356330	ENSG00000146530.15
chr7:12522971|12529044	ENSG00000226690.9
chr7:12522971|12525904	ENSG00000226690.9
chr7:12625762|12629222	ENSG00000006747.15
chr7:13364333|13365049	ENSG00000237713.1
chr7:13977427|13986685	ENSG00000006468.14
chr7:14621378|14685362	ENSG00000136267.14
chr7:16237309|16262096	ENSG00000229688.8
chr7:16258920|16308627	ENSG00000214960.11
chr7:16278129|16406337	ENSG00000214960.11
chr7:16301421|16406337	ENSG00000214960.11
chr7:16537627|16566402	ENSG00000205858.10
chr7:16665437|16674588	ENSG00000136261.16
chr7:16681301|16689906	ENSG00000136261.16
chr7:16681301|16695004	ENSG00000136261.16
chr7:16776211|16777122	ENSG00000106537.8
chr7:16797631|16799817	ENSG00000106541.12
chr7:16801320|16801803	ENSG00000106541.12
chr7:16862610|16878645	ENSG00000173467.9
chr7:17327759|17334114	ENSG00000283321.1
chr7:17408036|17439731	ENSG00000236318.2
chr7:17463098|17482733	ENSG00000236039.3
chr7:17463098|17482782	ENSG00000236039.3
chr7:17893332|17897446	ENSG00000071189.21
chr7:18634627|18648683	ENSG00000048052.24
chr7:19354740|19403763	ENSG00000223838.2
chr7:19725514|19729438	ENSG00000173452.14
chr7:19729382|19773393	ENSG00000173452.14
chr7:20028919|20045561	ENSG00000243004.7
chr7:20647968|20685836	ENSG00000004846.17
chr7:20647968|20650147	ENSG00000004846.17
chr7:20960680|21021003	ENSG00000232790.3
chr7:20964034|20975168	ENSG00000285592.1
chr7:20968056|20986869	ENSG00000285592.1
chr7:22230846|22267012	ENSG00000136237.19
chr7:22727179|22727634	ENSG00000136244.12
chr7:22727444|22728806	ENSG00000136244.12
chr7:23195839|23196766	ENSG00000136243.18
chr7:23250762|23253459	ENSG00000136235.17
chr7:23256892|23266615	ENSG00000136235.17
chr7:24649612|24665687	ENSG00000105926.16
chr7:25657960|25661731	ENSG00000223561.7
chr7:26195847|26197017	ENSG00000122566.22
chr7:26202971|26208555	ENSG00000122565.19
chr7:27384403|27404325	ENSG00000224322.2
chr7:27538341|27632445	ENSG00000106049.9
chr7:27629371|27632441	ENSG00000106049.9
chr7:27785163|27793212	ENSG00000106052.14
chr7:27796116|27816394	ENSG00000106052.14
chr7:27895220|27991981	ENSG00000153814.13
chr7:28996165|29001055	ENSG00000272568.6
chr7:29126329|29126939	ENSG00000106066.15
chr7:29834668|29884593	ENSG00000122574.12
chr7:29940682|29955360	ENSG00000136193.17
chr7:29943977|29944179	ENSG00000136193.17
chr7:29955179|29969013	ENSG00000136193.17
chr7:30020213|30022816	ENSG00000106080.11
chr7:30362400|30366295	ENSG00000281593.1
chr7:30446967|30455311	ENSG00000106100.11
chr7:30872243|30875656	ENSG00000250424.4
chr7:30972031|30974138	ENSG00000106128.19
chr7:31084141|31086537	ENSG00000078549.15
chr7:32488625|32489344	ENSG00000106355.10
chr7:32552229|32559464	ENSG00000105778.20
chr7:33146269|33152851	ENSG00000122507.21
chr7:34684552|34778565	ENSG00000187258.14
chr7:34704080|34728816	ENSG00000197085.11
chr7:34728737|34761191	ENSG00000197085.11
chr7:34778462|34834460	ENSG00000187258.14
chr7:34969433|34973605	ENSG00000173852.16
chr7:35011330|35017969	ENSG00000173852.16
chr7:35240879|35250203	ENSG00000164532.11
chr7:35248677|35250203	ENSG00000164532.11
chr7:35635135|35667588	ENSG00000122557.11
chr7:35638350|35673278	ENSG00000122557.11
chr7:35781209|35794022	ENSG00000228878.9
chr7:35873641|35883987	ENSG00000122545.21
chr7:36284686|36287777	ENSG00000122547.11
chr7:36576574|36620829	ENSG00000136250.12
chr7:36576574|36621780	ENSG00000136250.12
chr7:37315920|37393917	ENSG00000155849.16
chr7:37685179|37730038	ENSG00000187037.9
chr7:38214357|38217078	ENSG00000010270.14
chr7:39002012|39005212	ENSG00000233854.2
chr7:39763548|39767670	ENSG00000188185.13
chr7:39816819|39836911	ENSG00000237251.2
chr7:41703005|41705471	ENSG00000122641.11
chr7:43121803|43147585	ENSG00000181211.1
chr7:43456297|43492180	ENSG00000002746.15
chr7:43647535|43657269	ENSG00000106603.20
chr7:43881659|43887485	ENSG00000106608.17
chr7:43881907|43887485	ENSG00000106608.17
chr7:43969732|43987888	ENSG00000214783.9
chr7:43986601|43988247	ENSG00000239556.4
chr7:44033933|44036809	ENSG00000228903.7
chr7:44111507|44112321	ENSG00000106624.11
chr7:44149760|44151024	ENSG00000106633.18
chr7:44427571|44485284	ENSG00000015676.18
chr7:44522052|44533853	ENSG00000015520.15
chr7:44568903|44569203	ENSG00000136271.11
chr7:44581449|44581823	ENSG00000158604.15
chr7:44622806|44645518	ENSG00000105953.16
chr7:44749815|44751091	ENSG00000122515.16
chr7:44967884|44970154	ENSG00000136286.16
chr7:45038253|45064646	ENSG00000136280.17
chr7:45063918|45068579	ENSG00000136280.17
chr7:45080876|45081867	ENSG00000136274.9
chr7:45101825|45105764	ENSG00000136270.14
chr7:45657727|45678063	ENSG00000164742.16
chr7:45977519|45978468	ENSG00000237471.2
chr7:47481103|47529147	ENSG00000136205.17
chr7:47976730|47978816	ENSG00000136273.13
chr7:47978417|47978816	ENSG00000136273.13
chr7:47996031|48017365	ENSG00000164744.14
chr7:48041334|48046616	ENSG00000164746.14
chr7:48090250|48094827	ENSG00000183696.14
chr7:48094763|48103411	ENSG00000183696.14
chr7:48094763|48099787	ENSG00000183696.14
chr7:48481036|48511199	ENSG00000179869.15
chr7:50129717|50140181	ENSG00000164500.7
chr7:50319048|50327757	ENSG00000185811.20
chr7:50327638|50382707	ENSG00000185811.20
chr7:50394279|50399960	ENSG00000285165.1
chr7:50616210|50669863	ENSG00000106070.20
chr7:51664708|51710410	ENSG00000285741.1
chr7:51664708|51709401	ENSG00000285741.1
chr7:53776488|53780038	ENSG00000205628.5
chr7:54334228|54339220	ENSG00000231427.6
chr7:54757495|54759334	ENSG00000132432.14
chr7:54782592|54783234	ENSG00000234707.4
chr7:55411907|55425430	ENSG00000132434.10
chr7:55497613|55521130	ENSG00000154978.13
chr7:55834425|55846637	ENSG00000154997.9
chr7:55850787|55862011	ENSG00000154997.9
chr7:55906253|55912068	ENSG00000178665.16
chr7:55906253|55923288	ENSG00000178665.16
chr7:55911616|55923288	ENSG00000178665.16
chr7:55912667|55923288	ENSG00000249773.3
chr7:56021073|56031977	ENSG00000146733.14
chr7:56057993|56059640	ENSG00000146731.11
chr7:56068482|56074736	ENSG00000129103.19
chr7:56072997|56076889	ENSG00000129103.19
chr7:56426135|56427010	ENSG00000237268.3
chr7:57407074|57408401	ENSG00000260653.6
chr7:57643658|57644269	ENSG00000243981.4
chr7:63891752|63898834	ENSG00000236299.8
chr7:63893165|63898834	ENSG00000236299.8
chr7:63998874|64005738	ENSG00000241149.3
chr7:64312808|64314153	ENSG00000234444.10
chr7:65087760|65090722	ENSG00000226002.1
chr7:65179292|65186510	ENSG00000164669.13
chr7:65974526|65979541	ENSG00000169919.17
chr7:66127704|66134374	ENSG00000241258.7
chr7:66633275|66638431	ENSG00000243335.10
chr7:66773691|66795592	ENSG00000154710.18
chr7:66831196|66832480	ENSG00000230583.8
chr7:66839540|66839934	ENSG00000230583.8
chr7:66993217|66994341	ENSG00000126524.11
chr7:68155029|68288233	ENSG00000226829.2
chr7:69163109|69172745	ENSG00000286466.1
chr7:69163109|69163257	ENSG00000286466.1
chr7:70766114|70774099	ENSG00000158321.18
chr7:70768024|70775386	ENSG00000158321.18
chr7:72106151|72278810	ENSG00000183166.11
chr7:72728822|72815481	ENSG00000277149.5
chr7:72802400|72826985	ENSG00000277149.5
chr7:72913765|72938681	ENSG00000196313.13
chr7:72928385|72939409	ENSG00000196313.13
chr7:73294242|73295901	ENSG00000205578.6
chr7:73304747|73307502	ENSG00000130305.17
chr7:73330150|73341382	ENSG00000077800.13
chr7:73462922|73470483	ENSG00000009954.11
chr7:73465439|73478569	ENSG00000009954.11
chr7:73543548|73552242	ENSG00000106635.8
chr7:73573320|73574055	ENSG00000106638.18
chr7:73606974|73607672	ENSG00000009950.16
chr7:73737221|73738442	ENSG00000106077.19
chr7:73841070|73842144	ENSG00000165171.11
chr7:74105875|74107957	ENSG00000106683.15
chr7:74238923|74243246	ENSG00000049541.11
chr7:74239938|74249780	ENSG00000049541.11
chr7:74536167|74545809	ENSG00000006704.11
chr7:74887683|74890557	ENSG00000277072.5
chr7:75066664|75070769	ENSG00000274523.5
chr7:75414885|75416030	ENSG00000223705.10
chr7:75562073|75563075	ENSG00000127946.17
chr7:75881365|75882236	ENSG00000005486.17
chr7:75987923|75988148	ENSG00000189077.11
chr7:75988083|75988341	ENSG00000189077.11
chr7:75989165|75992260	ENSG00000189077.11
chr7:76028642|76030524	ENSG00000127952.17
chr7:76063515|76064438	ENSG00000146701.12
chr7:76395253|76400591	ENSG00000146700.9
chr7:76433470|76434155	ENSG00000188372.15
chr7:76463545|76477178	ENSG00000091073.20
chr7:77404559|77406105	ENSG00000186088.16
chr7:77538765|77581503	ENSG00000127947.16
chr7:77910245|77929327	ENSG00000006576.17
chr7:80263212|80302963	ENSG00000234223.2
chr7:80474251|80494647	ENSG00000214415.4
chr7:80478841|80488676	ENSG00000214415.4
chr7:80662990|80670022	ENSG00000135218.19
chr7:80798092|80810701	ENSG00000075223.14
chr7:80916679|80919182	ENSG00000075223.14
chr7:81175884|81187930	ENSG00000237896.6
chr7:81982567|81994939	ENSG00000153956.16
chr7:82020810|82021205	ENSG00000223770.5
chr7:84007353|84014351	ENSG00000075213.11
chr7:85018252|85037033	ENSG00000153993.14
chr7:86802262|86803409	ENSG00000233073.2
chr7:86914723|86938214	ENSG00000164659.15
chr7:87163495|87164331	ENSG00000135164.19
chr7:87361728|87381993	ENSG00000005469.12
chr7:87515231|87516665	ENSG00000085563.15
chr7:87544823|87550578	ENSG00000085563.15
chr7:87650822|87700554	ENSG00000105784.16
chr7:87847853|87856351	ENSG00000075303.13
chr7:88210882|88217191	ENSG00000075142.14
chr7:88732707|88733654	ENSG00000233420.2
chr7:89469603|89475043	ENSG00000227863.3
chr7:90255423|90262050	ENSG00000105792.19
chr7:90271781|90283056	ENSG00000105792.19
chr7:90336494|90338307	ENSG00000105793.16
chr7:90405519|90466513	ENSG00000157224.16
chr7:90479228|90604249	ENSG00000058091.17
chr7:90863175|90955817	ENSG00000058091.17
chr7:91493395|91496601	ENSG00000243144.7
chr7:92225720|92236542	ENSG00000001631.17
chr7:92225720|92234923	ENSG00000001631.17
chr7:92226526|92236542	ENSG00000001631.17
chr7:92237667|92242137	ENSG00000001631.17
chr7:92422196|92429448	ENSG00000230927.3
chr7:92422369|92429448	ENSG00000230927.3
chr7:92448752|92449213	ENSG00000157259.8
chr7:92548712|92550820	ENSG00000278819.1
chr7:93145909|93147146	ENSG00000177409.12
chr7:93197485|93215685	ENSG00000188175.10
chr7:93257394|93258276	ENSG00000004766.17
chr7:93443604|93472487	ENSG00000004948.16
chr7:94061456|94061864	ENSG00000236453.5
chr7:94279329|94390746	ENSG00000285090.1
chr7:94311138|94312484	ENSG00000285964.1
chr7:94367209|94390746	ENSG00000285090.1
chr7:94533205|94544530	ENSG00000127995.17
chr7:95589640|95592944	ENSG00000004799.8
chr7:96032667|96035752	ENSG00000158560.14
chr7:96486203|96496341	ENSG00000127922.10
chr7:96653745|96656585	ENSG00000127922.10
chr7:97855353|97858955	ENSG00000284707.2
chr7:98137315|98141541	ENSG00000164715.6
chr7:98225006|98228116	ENSG00000205356.10
chr7:98317219|98320298	ENSG00000006453.14
chr7:99060599|99121203	ENSG00000198742.10
chr7:99264267|99265189	ENSG00000002079.14
chr7:99339858|99354121	ENSG00000284292.1
chr7:99358340|99386789	ENSG00000284292.1
chr7:99403398|99404953	ENSG00000106244.13
chr7:99410034|99411186	ENSG00000106245.11
chr7:99429588|99435268	ENSG00000248919.7
chr7:99512453|99520304	ENSG00000196652.12
chr7:99600205|99604596	ENSG00000244219.7
chr7:99618135|99618651	ENSG00000197037.11
chr7:99714555|99717639	ENSG00000160870.15
chr7:99714555|99766443	NA
chr7:99772590|99778080	ENSG00000160868.16
chr7:99838677|99856899	ENSG00000021461.18
chr7:99839120|99856899	ENSG00000021461.18
chr7:99847488|99855718	ENSG00000021461.18
chr7:99908582|99909660	ENSG00000146833.16
chr7:100024154|100024307	ENSG00000106261.17
chr7:100056911|100057890	ENSG00000166529.16
chr7:100075542|100077433	ENSG00000166526.18
chr7:100089615|100090949	ENSG00000168090.10
chr7:100097614|100099403	ENSG00000166508.18
chr7:100099023|100100093	ENSG00000166508.18
chr7:100102864|100103692	ENSG00000221838.10
chr7:100122259|100122577	ENSG00000166997.8
chr7:100156634|100157459	ENSG00000146826.17
chr7:100174685|100176365	ENSG00000213420.8
chr7:100200769|100202340	ENSG00000066923.18
chr7:100219713|100220464	ENSG00000213413.2
chr7:100219713|100352914	NA
chr7:100336104|100338264	ENSG00000272752.6
chr7:100336123|100345968	ENSG00000272752.6
chr7:100337447|100338264	ENSG00000242294.6
chr7:100352564|100353123	ENSG00000235333.3
chr7:100352997|100354012	ENSG00000272752.6
chr7:100399581|100431689	ENSG00000289690.1
chr7:100403752|100431689	ENSG00000289690.1
chr7:100407228|100416097	ENSG00000078487.18
chr7:100408539|100416456	ENSG00000078487.18
chr7:100417333|100428361	ENSG00000289690.1
chr7:100430615|100433137	ENSG00000146834.15
chr7:100431030|100433137	ENSG00000146834.15
chr7:100485228|100489666	ENSG00000166924.9
chr7:100488152|100490729	ENSG00000166924.9
chr7:100589977|100591902	ENSG00000106336.13
chr7:100605505|100606630	ENSG00000106333.13
chr7:100612730|100613269	ENSG00000106330.12
chr7:100646751|100647111	ENSG00000077080.10
chr7:100650038|100655586	ENSG00000077080.10
chr7:100676693|100677818	ENSG00000172354.10
chr7:100720468|100721703	ENSG00000130427.3
chr7:100721558|100722048	ENSG00000130427.3
chr7:100764027|100768011	ENSG00000146839.19
chr7:100823644|100824273	ENSG00000196411.10
chr7:100861737|100862827	ENSG00000146828.18
chr7:100867911|100870743	ENSG00000087077.14
chr7:100867911|100868233	ENSG00000087077.14
chr7:100892334|100894252	ENSG00000087085.16
chr7:100966369|100967417	ENSG00000274993.1
chr7:101130421|101135594	ENSG00000106366.9
chr7:101130421|101133893	ENSG00000106366.9
chr7:101218319|101222774	ENSG00000106400.12
chr7:101222604|101223556	ENSG00000106400.12
chr7:101318956|101321499	ENSG00000128581.17
chr7:101539893|101547239	ENSG00000160963.14
chr7:101622997|101624264	ENSG00000106436.7
chr7:102115207|102189871	ENSG00000257923.12
chr7:102306721|102308906	ENSG00000160999.11
chr7:102375823|102396537	ENSG00000128563.13
chr7:102496140|102690469	NA
chr7:102496469|102605987	NA
chr7:102595634|102605987	ENSG00000205236.6
chr7:102884214|102968117	ENSG00000161040.18
chr7:102913005|102934685	ENSG00000128606.13
chr7:103075777|103083830	ENSG00000170632.14
chr7:103391622|103410549	ENSG00000170615.15
chr7:103661376|103728207	ENSG00000189056.15
chr7:104197725|104200958	ENSG00000164815.11
chr7:104802839|104804086	ENSG00000226869.6
chr7:104917560|104920425	ENSG00000225329.3
chr7:105062164|105063580	ENSG00000005483.22
chr7:105132791|105133104	ENSG00000135250.17
chr7:105569203|105569571	ENSG00000185055.11
chr7:105569407|105591391	ENSG00000185055.11
chr7:106610397|106760681	ENSG00000243797.6
chr7:106625713|106626142	ENSG00000286013.1
chr7:106872537|106882207	ENSG00000105851.11
chr7:106872537|106874803	ENSG00000105851.11
chr7:106872713|106882207	ENSG00000105851.11
chr7:107121952|107128295	ENSG00000005249.13
chr7:107748880|107753511	ENSG00000105879.12
chr7:107776452|107783093	ENSG00000091138.13
chr7:107779668|107791235	ENSG00000091138.13
chr7:107893200|107901817	ENSG00000091140.15
chr7:107959249|107963063	ENSG00000091136.15
chr7:108037388|108043896	ENSG00000091128.13
chr7:108091626|108104619	ENSG00000091128.13
chr7:108168277|108175357	ENSG00000091129.22
chr7:108491410|108502642	ENSG00000135241.17
chr7:110365216|110511114	ENSG00000226965.2
chr7:110511060|110525561	ENSG00000226965.2
chr7:112456914|112462179	ENSG00000288640.1
chr7:112458861|112461916	ENSG00000288640.1
chr7:112461866|112468115	ENSG00000288640.1
chr7:112775176|112784953	ENSG00000146802.13
chr7:112895569|112915447	ENSG00000164603.12
chr7:113882262|113918297	ENSG00000154415.8
chr7:114628540|114642623	ENSG00000128573.27
chr7:114631528|114654009	ENSG00000128573.27
chr7:114922927|114942397	ENSG00000135272.13
chr7:115031787|115118825	ENSG00000225535.7
chr7:115123603|115155206	ENSG00000233607.1
chr7:115954586|115956793	ENSG00000105967.16
chr7:116120120|116159895	ENSG00000105967.16
chr7:116243842|116255235	ENSG00000243243.5
chr7:116497769|116499341	ENSG00000105971.15
chr7:116757638|116771654	ENSG00000105976.16
chr7:116888127|116893045	ENSG00000198898.15
chr7:116892994|116906342	ENSG00000198898.15
chr7:117130491|117138532	ENSG00000004866.22
chr7:117134124|117170976	ENSG00000004866.22
chr7:117315071|117320793	ENSG00000105989.10
chr7:117745831|117767176	ENSG00000077063.11
chr7:120815729|120840109	ENSG00000106025.9
chr7:120838777|120840109	ENSG00000106025.9
chr7:120967934|120969204	ENSG00000071243.16
chr7:121124331|121128486	ENSG00000106034.18
chr7:121125820|121130294	ENSG00000106034.18
chr7:122012648|122034378	ENSG00000106278.12
chr7:122034282|122036682	ENSG00000106278.12
chr7:122145988|122214189	ENSG00000234418.3
chr7:122192384|122217028	ENSG00000234418.3
chr7:122304573|122307488	ENSG00000230316.8
chr7:122354329|122368204	ENSG00000240499.7
chr7:123129383|123168422	ENSG00000081800.9
chr7:123134410|123149620	ENSG00000081800.9
chr7:123496696|123503116	ENSG00000164675.11
chr7:123695823|123706373	ENSG00000106299.8
chr7:123994928|123999149	ENSG00000241345.1
chr7:124352816|124385649	ENSG00000242593.7
chr7:124851872|124863640	ENSG00000128513.16
chr7:124851872|124892380	ENSG00000128513.16
chr7:124940280|125020413	ENSG00000224897.9
chr7:125184569|125186492	ENSG00000224897.9
chr7:125248301|125250057	ENSG00000219445.2
chr7:126415229|126419945	ENSG00000241921.1
chr7:126418236|126419945	ENSG00000241921.1
chr7:126418236|126421176	ENSG00000241921.1
chr7:127589083|127589594	ENSG00000004059.11
chr7:127598435|127598594	ENSG00000106328.10
chr7:127613450|127615095	ENSG00000106331.18
chr7:127694828|127698953	ENSG00000197157.11
chr7:128086471|128089692	ENSG00000197157.11
chr7:128330819|128335679	ENSG00000106344.8
chr7:128359149|128360063	ENSG00000224940.9
chr7:128577964|128592017	ENSG00000280828.1
chr7:128675675|128677813	ENSG00000205085.13
chr7:128754529|128759037	ENSG00000128595.17
chr7:128774498|128775154	ENSG00000128617.3
chr7:128806237|128809644	ENSG00000128596.17
chr7:128844004|128847864	ENSG00000128591.16
chr7:128844658|128848068	ENSG00000128591.16
chr7:128845990|128848068	ENSG00000128591.16
chr7:128851401|128853397	ENSG00000242902.1
chr7:128890343|128892607	ENSG00000135253.16
chr7:128945845|128947535	ENSG00000128604.20
chr7:128982248|128997535	ENSG00000064419.14
chr7:128984168|128993914	ENSG00000064419.14
chr7:129205203|129206587	ENSG00000128602.11
chr7:129210965|129211510	ENSG00000128602.11
chr7:129400290|129406466	ENSG00000158467.17
chr7:129454421|129459580	ENSG00000128578.10
chr7:129677632|129710571	ENSG00000106459.15
chr7:129879568|129880971	ENSG00000186591.13
chr7:130024263|130029029	ENSG00000091732.17
chr7:130181623|130192823	ENSG00000146842.17
chr7:130181636|130192312	ENSG00000240571.1
chr7:130184184|130202091	ENSG00000146842.17
chr7:130269669|130273177	ENSG00000158516.12
chr7:130270693|130276738	ENSG00000158516.12
chr7:130402648|130412240	ENSG00000106477.20
chr7:130497156|130498275	ENSG00000106484.16
chr7:130685188|130686308	ENSG00000213265.9
chr7:130866493|131052555	ENSG00000285106.2
chr7:130914962|130915102	ENSG00000233559.2
chr7:130978508|131052555	ENSG00000231721.7
chr7:131052425|131106617	ENSG00000231721.7
chr7:131375424|131387262	ENSG00000128585.18
chr7:131506260|131509585	ENSG00000128567.17
chr7:131506579|131511433	ENSG00000128567.17
chr7:131506579|131509585	ENSG00000128567.17
chr7:131926239|131928606	ENSG00000224865.8
chr7:132507506|132646043	ENSG00000221866.10
chr7:132661481|132662082	ENSG00000183470.9
chr7:133288922|133356573	ENSG00000131558.15
